fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,wine_type_red,wine_type_white
-0.47336538588746824,0.31275569864630554,0.48956421810953427,1.3499793522217394,0.038654072296667716,1.1464981300158044,1.8448359843211852,1.2759118395803268,0.25313625297298653,-0.13487329648961946,-1.3334466231957056,0.0,1.0
1.0697300573975697,0.9240119003178674,1.314887465701862,-0.7245946900994086,10.708488619722441,-0.8228697919358332,-0.958317233654816,1.0717211931802053,-1.1742450780070368,4.4175583550093265,-1.2494882745072144,1.0,0.0
-1.1677583353657348,-0.481877363526725,-0.5420898413808758,2.5863416602717164,0.09711891913187728,-0.42899620754550566,0.1347362224112977,1.0148156031998425,0.5013764844477734,-0.20384953363354294,-0.3259464389338091,0.0,1.0
3.3072184501608746,0.4350069389806177,1.3836644030012228,-0.5150417565316159,0.7109998109015795,-0.09139027806808206,-1.0817264948235708,1.8081464752789982,0.25313625297298653,2.4172474778355473,0.42967869926261404,1.0,0.0
3.461527994489378,0.6795094196492427,2.14021071329419,-0.6826841033858501,0.5063728469783453,-1.3292786861519685,-1.645883117309307,1.6876405200264584,-0.05716403637049574,1.1066989721010019,0.3457203505741229,1.0,0.0
-0.241901069394712,2.4521524044967724,-1.98640552466745,-0.6617288100290708,-0.04904319795614694,-1.3292786861519685,-1.7692923784780616,0.1277578770353656,1.4322773524782257,0.6928415492374617,0.8494704427050711,1.0,0.0
-0.1647462972304604,0.06825321797768054,-0.060651280285351133,-0.7665052768129672,0.38944315330792617,-0.8791374468487371,0.8046722116131093,-0.09986448288608621,-0.24334420997658454,-0.4107782450653134,-0.9136548797532484,0.0,1.0
0.06671801926229515,-0.9708823248639746,-0.1982051548840726,-0.9341476236672013,-0.5752268194730344,-0.26019324280679385,-0.27075135000032513,-1.5727150470836717,-0.8018847307948564,-1.1005406165045475,1.0173871400820533,0.0,1.0
1.8412777790400885,1.9325846330759449,-0.7484206532789578,-0.7245946900994086,-0.48752954922021985,-0.5415315173713136,0.06421664460058069,-0.9434061696537909,-1.3604252516131257,3.2449623235626284,1.7730122782784765,0.0,1.0
-0.47336538588746824,-1.2765104256997555,-0.1982051548840726,1.7690852193573248,0.009421648879062829,0.13368034158353365,-0.37653071671640065,0.7771510803406884,-0.30540426784528263,-0.9625881422167005,-0.9136548797532484,0.0,1.0
3.1529089058323714,0.19050445831199303,1.2461105284025014,-0.7665052768129672,1.003324045077628,-0.5977991722842174,-1.2227656504450048,0.8842674850096003,-0.4295243835826761,0.2789841263739207,0.009886955820156914,1.0,0.0
0.6839561965763101,0.7406350398163989,-0.060651280285351133,-0.7874605701697464,-0.10750804479135671,1.0902304751029004,1.1748999951193737,-0.8028158885258463,-1.1742450780070368,-0.7556594307849305,0.5975953966395963,0.0,1.0
-0.08759152506620878,1.5352681019894292,-2.05518246196681,-0.6617288100290708,0.7694646577367893,-0.37272855263260174,-0.3941606111690799,0.9177413614686329,2.0528779311651904,0.003079177798227526,-0.661779833687775,1.0,0.0
0.06671801926229515,-0.2985005030252566,-0.12942821758471185,1.5804875791463113,-0.3705998555498005,0.8651598554512847,2.1445441900167324,1.3060383283934711,-0.9880649044009453,-0.8246356679288539,-1.5013633205726893,0.0,1.0
-0.3962106137232159,0.31275569864630554,-0.060651280285351133,-0.5779076366019537,-0.04904319795614694,-0.20392558789388993,1.5098679897202794,0.03403102295008158,1.4943374103469211,0.2789841263739207,0.009886955820156914,0.0,1.0
-1.013448791037231,-0.481877363526725,-0.12942821758471185,-0.9341476236672013,-0.5752268194730344,0.4150186161480533,-0.04156272211549484,-0.6354465062306459,2.239058104771282,-0.3418020079213899,-0.9136548797532484,0.0,1.0
-0.5505201580517198,-0.7263798441953498,-0.3357590294827936,-0.8084158635265257,-0.48752954922021985,0.30248330632224546,-0.006302933210136332,-0.9768800461128235,0.9978569473973472,0.2789841263739207,0.42967869926261404,0.0,1.0
0.9154205130690664,2.2993383540788814,-0.8171975905783183,-0.6407735166722915,0.59407011723116,-1.1604757214132568,-1.381434700519118,0.8876148726554887,0.5634365423164716,0.7618177863813851,-0.9136548797532484,1.0,0.0
-0.7819844745444754,-0.35962612319241255,0.7646719673069767,1.5804875791463113,-0.48752954922021985,1.8779776438835556,2.0563947177533364,0.9210887491145213,-0.8639447886635518,-1.031564379360624,-1.3334466231957056,0.0,1.0
0.37533710791930297,1.3518912414879611,-1.6425208381706462,-0.6198182233155123,1.7049022071001447,-0.935405101761641,-1.240395544897684,0.803930181507907,0.12901613723559582,0.899770260669232,-0.7457381823762662,1.0,0.0
